"screenName","description","statusesCount","followersCount","favoritesCount","friendsCount","ff_ratio","norm_ff_ratio","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","retweetCount","isRetweet","retweeted","longitude","latitude","pull_date","following_client"
"chezamission","Mother of 3 children, 2 boys and 1 girl - Don't suffer fools gladly! Keen learner of worldwide issues. All tweets are my opinion only..Husband is a Vietnam Vet.",89756,3206,81294,3340,0.959880239520958,0.0832676070607959,"RT @DanScavino: Way to go Ì†ΩÌ∫ÇÌ†ΩÌ≤®Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏
Political topics Jun 11 12:00 AM EDT 
1. #trump2016
2. #neverhillary
3. #maga
4. #trumptrain
5. #trump",FALSE,0,NA,2016-06-12 09:10:07,FALSE,NA,"741920507868549120",NA,"ipad",459,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"shanebrainard","duder. stan grad. surfer. life liver. always fight the good fight. silence in the face of evil is itself evil.",7195,416,6174,1501,0.277148567621586,-3.81077629917984,"RT @AnonymousJobsUS: .
GUESS WHAT #TRUMP'S FAVORITE FISH IS...
.
GROPER
.
.
#OPTRUMP #ANONYMOUS #ANONFAMILY
.
https://t.co/A3YAvJFhkG
. htt‚Ä¶",FALSE,0,NA,2016-06-12 09:10:06,FALSE,NA,"741920500910149632",NA,"iphone",2,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"DinduNuffink","Once a good goy.
The Altright is an ideology of peace.
LARPagan",8826,697,2530,491,1.41955193482688,1.30982174755279,"RT @King_Antiochus: @DinduNuffink @SpectreRedux @pawsupaxdy Shooter was Nazi #Trump supporter and had a POF account. #PrayForOrlando https:‚Ä¶",FALSE,0,NA,2016-06-12 09:09:48,FALSE,NA,"741920424930516992",NA,"www.tweetcaster.com",1,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"ambreenp","",377,62,342,104,0.596153846153846,-1.40980055876651,"Dog chew boy's #Trump hat. Really?@CNN Is it it a slow day in the news room? Anything for ratings #ThatMoment when dog is smarter than #CNN",FALSE,0,NA,2016-06-12 09:09:41,FALSE,NA,"741920397982113792",NA,"iphone",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"Joachimsa","Maverick, humanist and art lover. International liberal. Yummylicious.",16097,474,4889,556,0.852517985611511,-0.288547396368934,"In the age of Trump: America Has Never Been So Ripe for Tyranny. #Trump #Platon https://t.co/46hh9rFWri",FALSE,0,NA,2016-06-12 09:09:34,FALSE,NA,"741920368504516608",NA,"iphone",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"fitterharris","There is a high probability that i don't like you. conservative/ husband/ father/animal lover/Stop killing babies!",11454,598,9513,726,0.823691460055096,-0.396374263296664,"RT @keywestcliff2: #BernieSanders supporters flocking to #Trump, they know they will need jobs, not #illegal invaders. https://t.co/gmScsqt‚Ä¶",FALSE,0,NA,2016-06-12 09:09:17,FALSE,NA,"741920294248566784",NA,"android",23,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"kathyolsen100","Support Donald Trump for President! AMERICA FIRST Christian supports Family~Constitution~Capitalism~ 2A~NRA~Military~Police~Israel #SecureTheBorder #TeamTrump",8003,635,2028,502,1.26494023904382,0.948344269133822,"RT @RickRWells: Spoiled Brat Romney Goes Full Democrat In Smearing Donald Trump
https://t.co/H1U83dh30Z #trump #trump2016 https://t.co/iCuR‚Ä¶",FALSE,0,NA,2016-06-12 09:09:10,FALSE,NA,"741920265555185664",NA,"twitter.com",38,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"mariannalemos","",19929,1193,2119,3529,0.338056106545764,-3.18805089377193,"RT @Trump_World: The Fix is on!
Hillary exchanged emails w/ Obama.
If she falls he falls! 
#Trump #Trump2016 #TrumpTrain https://t.co/BF9Fv‚Ä¶",FALSE,0,NA,2016-06-12 09:09:02,FALSE,NA,"741920232919433216",NA,"twitter.com",31,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"Ross_Perth","A regular guy interested in politics I have no skin in the POTUS election but I am rooting for Trump as it seems everyone is dumping on him",399,48,2850,7,6.85714285714286,6.24674991930635,"RT @TrumpVsHilary: The Fix is on!Hillary exchanged emails w/ Obama.If she falls he falls! #Trump #Trump2016 #TrumpTrain",FALSE,0,NA,2016-06-12 09:08:32,FALSE,NA,"741920108688216064",NA,"twitter.com",1,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"jerzegurl","WNTK Reporter Opinions are my own. Juried Photographer, pug mother,  interested in, walking, swimming, hiking, boating,  love roller coasters.",26850,3765,2348,3523,1.06869145614533,0.419872549536996,"RT @Always_Trump: Texas road sign hacked to say ""Hillary For Prison""! #Trump #Trump2016 https://t.co/aLnZsRQ6Qj",FALSE,0,NA,2016-06-12 09:08:32,FALSE,NA,"741920108197601280",NA,"twitter.com",444,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"trumpateer","hardworking american",10016,371,462,351,1.05698005698006,0.385331369128666,"RT @suchaluckygirI: Is she high?? This is the same lady who endorsed #Hillary and blast #Trump daily. Does she read? #Trump2016  https://t.‚Ä¶",FALSE,0,NA,2016-06-12 09:08:28,FALSE,NA,"741920091969835008",NA,"android",11,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"mariasolnevada","American first. Conservative & Hispanic for Trump. ONLY VOTING FOR TRUMP. Support the USA Gymnastics Olympic team. Go USA! #Trump2016 #MAGA",27095,1465,27046,770,1.9025974025974,2.22789635833181,"RT @RyJamesG: brilliant response by #Trump to court #Sanders supporters https://t.co/ypGn1nYV6k",FALSE,0,NA,2016-06-12 09:08:20,FALSE,NA,"741920056695750656",NA,"ipad",65,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"SocialOpinions","Find out how people feel on Twitter about your brand, product or service. Instantly.
Reputation management, sentiment analysis, market insights and trending.",337,320,51,538,0.594795539033457,-1.41695087106771,"Social Opinion tracking #Trump and mapping areas along with the sentiment! #BigData #analytics #MachineLearning https://t.co/eLrhYBo54l",FALSE,1,NA,2016-06-12 09:07:35,FALSE,NA,"741919869185208320",NA,"twitter.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"rubies4ruth","",29742,91,0,0,Inf,Inf,"Glenn Frey #EAGLES Decal WHITE Anonymous #GlennFrey #rt #tea party  #tcot #trump #rnc https://t.co/LUmkzRkIX1",FALSE,0,NA,2016-06-12 09:07:33,FALSE,NA,"741919858959470593",NA,"fanatdecal.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"TXAltReich","Equality is a social construct. @HoustonGoylers Reichsminister of Communications. #AltRight #AmericaFirst",14482,727,16751,412,1.76456310679612,1.99180370885134,"RT @_AltRight_: Are you going to the @NPIAmerica conference in November? https://t.co/I0j27FVdYX #AltRight @RichardBSpencer #Trump",FALSE,0,NA,2016-06-12 09:07:22,FALSE,NA,"741919815019925504",NA,"iphone",2,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"King_Antiochus","Frog King Antiochus IV Epiphanes (Harasha Frog). As the Hellenistic Hitler, the Maccabees of Judea really hate me. Ultranationalist. Oven Aficionado. #Trump2016",94,41,95,86,0.476744186046512,-2.11045527052802,"@DinduNuffink @SpectreRedux @pawsupaxdy Shooter was Nazi #Trump supporter and had a POF account. #PrayForOrlando https://t.co/ai51aTVARY",FALSE,2,"DinduNuffink",2016-06-12 09:07:20,FALSE,"741912293311545346","741919804555026432","4879676949","ipad",1,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"Smittyshs","‚Ä¢GOD IS KING‚Ä¢ I pledge allegiance to the FLAG of t/ US of AMERICA and to the REPUBLIC 4which it stands, ONE NATION,UNDER GOD, indivisible w/LIBERTY&JUSTICE4All",29300,5704,91081,4373,1.30436771095358,1.04455799069472,"#Lamestream 
Mainstream #Media are ignoring all the #Hispanics for #Trump https://t.co/RjAeMdNaBR",FALSE,0,NA,2016-06-12 09:07:19,FALSE,NA,"741919799790424064",NA,"linkis.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"BlueMusky","#TedCruz in 2016. #Liberty #Freedom #Christian,          social-conservative,  #2A #NRA.  #BlueMusky-ville is a #ProgTard free zone!  #EndPC #EndCulturalMarxism",14336,5681,2475,6182,0.918958265933355,-0.0533025966206149,"Marco #Rubio ""says #Trump still can't be trusted with nuke codes... but he WILL vote for him""https://t.co/nCUsXKUNgo https://t.co/AtB9eQVO1y",FALSE,0,NA,2016-06-12 09:07:04,FALSE,NA,"741919738876579840",NA,"twitter.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"Smokyjo1","FIGHTING FOR FREEDOM IN AMERICA",14330,930,4755,2047,0.454323400097704,-2.26145415613193,"RT @Always_Trump: If you look at history, this is the most OVERUSED play in the SJW &amp; Liberal playbook #Trump #Trump2016 https://t.co/YCTza‚Ä¶",FALSE,0,NA,2016-06-12 09:07:01,FALSE,NA,"741919727031750657",NA,"twitter.com",153,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"FloridaBluebell","",291,33,292,47,0.702127659574468,-0.896918883089345,"RT @Trump_World: A man who loves his country! #Trump #Trump2016 #TrumpTrain #LikeABOSS #MakeAmericaGreatAgain https://t.co/o2SoBD2QHb",FALSE,0,NA,2016-06-12 09:06:48,FALSE,NA,"741919670274510848",NA,"iphone",111,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"spidey2345","In the neighborhood for helping businesses, individuals, and companies succeed with marketing and online presence.",3215,7602,1429,7917,0.960212201591512,0.0843515002336815,"RT @MaddieAndMichi: Sick of liberals speaking for me! They're the bigots! #LabelThisHillary #MAGA #NeverHillary #Trump #Warriors https://t.‚Ä¶",FALSE,0,NA,2016-06-12 09:06:43,FALSE,NA,"741919650204778497",NA,"android",458,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"RestlessNews","Only The Facts",30174,1828,19851,651,2.80798771121352,3.44805600805125,"@whotheF_i_is &lt;---Ignorant #TRUMP Puppet Upset about FACTS! LOL @MonsterMarcia @babsiemay @bannerite @skookerG https://t.co/OYkhjjJtsE",FALSE,0,"whotheF_i_is",2016-06-12 09:06:42,FALSE,"741918828158980096","741919647189073920","578981845","twitter.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"gOZc2FsiDtjldAX","",724,40,775,43,0.930232558139535,-0.0150788645865718,"RT @irshroz: Trump crosses all barriers in prayer! Dr Parson! @realDonaldTrump @DanScavino #Trump2016 #BuildTheWall #trump https://t.co/R4t‚Ä¶",FALSE,0,NA,2016-06-12 09:06:29,FALSE,NA,"741919593384411138",NA,"android",643,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"huitz_warrior","American w/ Mexican roots. #AmericaFirst , Kill ISIS, expose Democrat  Alinsky Socialism. End NWO and Washington D.C. corruption. Trump is our last hope!",3827,412,4059,89,4.62921348314607,5.0151306528854,"RT @MaddieAndMichi: Sick of liberals speaking for me! They're the bigots! #LabelThisHillary #MAGA #NeverHillary #Trump #Warriors https://t.‚Ä¶",FALSE,0,NA,2016-06-12 09:06:24,FALSE,NA,"741919570357690369",NA,"ipad",458,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"meanlin1","Green Beret, Author, Entrepreneur... #SOF, #WMD, #Asia, #NATO, #SuluArmsMarket. #Olmsted 2007, KL. Best in life: Surfing, Salsa, Sushi. @NavisioGlobal",4122,316,456,398,0.793969849246231,-0.51157460582256,"Ay yay yay. That's actually worse than numbskull bully #Trump and power mad criminal liar #Hillary. @Travelingcoolie @FPRInews @Reuters",FALSE,0,"Travelingcoolie",2016-06-12 09:06:15,FALSE,"741915103948210176","741919531896066048","370008201","iphone",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"lolatweet51","Retired from IT senior systems analyst/programmer, Happily married, grandkids are precious, global explorer and some day rocket  to Mars !",642,156,600,458,0.34061135371179,-3.16444621523354,"@realDonaldTrump @PaulManafort #Trump Barack has fooled the country and it's showing. Stop being played by him! https://t.co/08CDWed0bF",FALSE,0,"realDonaldTrump",2016-06-12 09:06:00,FALSE,NA,"741919469430149120","25073877","iphone",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"TeresaBob","",5521,213,9462,154,1.38311688311688,1.22831525104347,"RT @Always_Trump: REMINDER: #Trump has been in the spotlight 30 yrs &amp; only gets called racist now, when running against democrats https://t‚Ä¶",FALSE,0,NA,2016-06-12 09:05:54,FALSE,NA,"741919446051262464",NA,"iphone",1194,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"pioucpiouc1","",9923,290,19562,264,1.09848484848485,0.506065793070421,"RT @shomaristone: ""Donald Trump Wants Sports Stars, NOT Politicians, on Convention Stage."" @nytimes #interesting #Trump 
https://t.co/VLkt7‚Ä¶",FALSE,0,NA,2016-06-12 09:05:54,FALSE,NA,"741919442964221952",NA,"ipad",10,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"VonCaste","Collaboratore @corrierebergamo + UniMI ‚Äî Dicono che non scriva niente male, ma credo si riferiscano al modo in cui impugno la penna...",366,230,465,315,0.73015873015873,-0.774207337459241,"#Trump won‚Äôt win. In fact, the #US could be on the brink of a liberal renaissance ‚Äî #Guardian 

https://t.co/fUyAmqtP83",FALSE,0,NA,2016-06-12 09:05:51,FALSE,NA,"741919433577398272",NA,"android",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"Stichtag","Sovereignty, pit bulls & horses! Oh my!",67545,3028,1581,2971,1.01918545944127,0.27119189131692,"RT @RickRWells: Refugees No Pay Back Loans From Taxpayers, Obama's Orders 
https://t.co/Y8WIE5HDN8 #trump #trump2016 https://t.co/4n4THC0u1O",FALSE,0,NA,2016-06-12 09:05:42,FALSE,NA,"741919395471986690",NA,"twitter.com",3,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"trolling4tuna","Christian Patriot, Husband to my Queen, Father of 4, Scuba Diver, #2A, #MAGA #TRUMP2016 #TrumpTrain #MakeAmericaGreatAgain #NeverHillary #America1st",2929,782,5785,843,0.927639383155397,-0.0238294373265099,"The number of lawsuits filed against #Trump Inc is amazingly tiny for a multinational hospitality giant. #MAGA #NeverHillary #AmericaFirst",FALSE,0,NA,2016-06-12 09:05:34,FALSE,NA,"741919360437125121",NA,"iphone",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"BettyKosegi","",1590,48,1683,61,0.786885245901639,-0.53967073775777,"RT @Don_Vito_08: NEWS: MR. #Trump broke all records for most votes by a Republican Primary Candidate!

Join Us On The #TrumpTrainÌ†ΩÌ∫ÇÌ†ΩÌ≤® https:/‚Ä¶",FALSE,0,NA,2016-06-12 09:05:28,FALSE,NA,"741919335447400448",NA,"twitter.com",122,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"thebatclaw","Ex navy, cyclist, frequent train traveller and part time pedant. Retweet indicates interest, not necessarily approval. Don't like idiots. Don't do true twit",24279,1920,258,2028,0.946745562130177,0.0400778297893174,"RT @Trainspotter001: The eyes of crazed #antiwhite females are disturbing...and hilarious. Mostly hilarious.  

#Clinton #Trump https://t.c‚Ä¶",FALSE,0,NA,2016-06-12 09:05:27,FALSE,NA,"741919329705467904",NA,"android",1,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"SCforfreedom","God, Family & Country-determined to preserve our Freedom/Constitution/Republic & conservative principles",206647,7508,533,7471,1.00495248293401,0.227107694339167,"RT @Trump_Videos: Thug snake Romney is attacking Trump on Racism but I guess he ""deliberately $$"" missed the hundreds of illegals attacking‚Ä¶",FALSE,0,NA,2016-06-12 09:05:19,FALSE,NA,"741919296973115392",NA,"twitter.com",61,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"worrell_tina","God's banner over me is Love. #Jesus #Trump2016 #AlwaysTrump #DumpTheEstablishment",12448,2008,10857,4065,0.493972939729397,-1.99917275651993,"RT @DefendingtheUSA: The difference between Elizabeth Warren and Trump
Affirmative Action Academia vs. the REAL WORLD SUCCESS! #Trump https‚Ä¶",FALSE,0,NA,2016-06-12 09:05:10,FALSE,NA,"741919260440727552",NA,"twitter.com",209,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"chucklourieT","",1824,82,2400,91,0.901098901098901,-0.114822418457427,"RT @Always_Trump: Texas road sign hacked to say ""Hillary For Prison""! #Trump #Trump2016 https://t.co/aLnZsRQ6Qj",FALSE,0,NA,2016-06-12 09:05:02,FALSE,NA,"741919226705915904",NA,"android",444,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"surfingciti","USA  in TYRANNY Born & raised in  California Love our  Beaches!  Irish ROMAN CATHOLIC & Republican. Pro-Life, Pro  Israel Support Military Backup 4 @surfingcity",477,143,85,266,0.537593984962406,-1.73390902986833,"RT @RickRWells: Spoiled Brat Romney Goes Full Democrat In Smearing Donald Trump
https://t.co/H1U83dh30Z #trump #trump2016 https://t.co/iCuR‚Ä¶",FALSE,0,NA,2016-06-12 09:04:58,FALSE,NA,"741919211904073729",NA,"twitter.com",38,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"gurr_john","Staunch Trump supporter. Lover of law an order. Support #bluelivesmatter. Support our troops. Small business owner. All cruz an kasich supporter will be blocked",13204,850,11435,1197,0.710108604845447,-0.861488834633703,"RT @RickRWells: Refugees No Pay Back Loans From Taxpayers, Obama's Orders 
https://t.co/Y8WIE5HDN8 #trump #trump2016 https://t.co/4n4THC0u1O",FALSE,0,NA,2016-06-12 09:04:56,FALSE,NA,"741919201074384897",NA,"android",3,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"AmericaFirst10","",762,61,707,11,5.54545454545455,5.5812235790466,"Globalists Agenda to take over the world.  Destruction of America.
 https://t.co/SyDQl9sa40
#trump
#trump2016
#maga
#clinton
#sanders",FALSE,0,NA,2016-06-12 09:04:47,FALSE,NA,"741919165720592386",NA,"twitter.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"CynthiaFaythe","I'm a poetry writin, art creatin, nature hikin, nocturnal, cat mama who figures there's more stuff in heaven & earth than ever dreamt of in your philosophy.",2131,60,1348,56,1.07142857142857,0.427890721106215,"#Election2016      dump #Trump https://t.co/oQqJWBAaS9",FALSE,0,NA,2016-06-12 09:04:47,FALSE,NA,"741919164395229185",NA,"twitter.com",0,FALSE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"AsgardianRahil","Dermatologist, Car enthusiast, Atheist, Need a ticket to Mars on SpaceX.",153,16,154,22,0.727272727272727,-0.786621840499407,"RT @NadeemRizviMD: Moderate Muslim Malaysia forces NonMuslims kids to eat food in toilets during #Ramadhan #Hillary ? blame #Trump https://‚Ä¶",FALSE,0,NA,2016-06-12 09:04:09,FALSE,NA,"741919002876870657",NA,"android",4,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"tylerr__27","The value of life lies not in the length of days, but in the use we make of them; a man can live long yet live very little. - Michel Eyquem de Montaigne",13225,494,12286,375,1.31733333333333,1.07556314463956,"RT @tropical__jiz: Do U know what I'm talking about? #IF #lol #trump #editranked (Vine by Still Blue) https://t.co/MUyDOPPzad",FALSE,0,NA,2016-06-12 09:03:58,FALSE,NA,"741918957905444868",NA,"iphone",1,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"Deb_Libby","Independent, Music Maker, Animal Lover, Equality, End Racism, No Hate, No Fear! #Water #Earth #StandUp #TweetTruth",104234,2588,17695,2308,1.12131715771231,0.57055262831575,"RT @AnonymousJobsUS: .
HERE IT IS
WHY #TRUMP MEXICO WALL
WOULD NOT WORK

IN A WAY
EVEN A #TRUMPTARD
CAN UNDERSTAND

#OPTRUMP #ANONYMOUS htt‚Ä¶",FALSE,0,NA,2016-06-12 09:03:53,FALSE,NA,"741918935747076097",NA,"twitter.com",1,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
"dianadiaz","Proud Italian American! Love God,Family,My Country...UNITED WE STAND!!! Interest..Museums,Oil painting,Cooking,Music,Concerts,Fox Cable,Pro Gun Pro life lady",53938,1710,4327,2234,0.76544315129812,-0.626273426940802,"RT @RickRWells: Refugees No Pay Back Loans From Taxpayers, Obama's Orders 
https://t.co/Y8WIE5HDN8 #trump #trump2016 https://t.co/4n4THC0u1O",FALSE,0,NA,2016-06-12 09:03:50,FALSE,NA,"741918926297137153",NA,"iphone",3,TRUE,FALSE,NA,NA,"Sun Jun 12 05:10:44 2016",0
